VAG;1K0199313AM_OEM                                   ;3201.6;2;1;1K0199313AM
OEM;5Q0199315R_OEM                                    ;3902.24;2;1;5Q0199315Q
VIKA;41991438101;3972.42;1;1;2Q0199315
DPA;88070732702;1701.14;1;1;8K5807303
DPA;88071824602;2418.02;1;1;8K5807067A
DPA;88071825802;2115.55;2;1;4F5807303E
DPA;8R0807303_DPA                                     ;2703.67;1;1;8R0807303
DPA;88071827002;2703.67;1;1;8R0807303B
DPA;88070011902;696.0;1;1;1J5807417B
ORIG;6Y6807421                                         ;1800.0;1;1;6Y6807421
DPA;88070830602;1494.08;1;1;1J6807421D
DPA;88070295902;1327.62;1;1;5K6807421
DPA;88071437602;1201.18;2;1;5G6807417AP
DPA;88070018202;1061.98;1;1;1K5807417E
TAIWAN;1Z5807421T                                        ;798.66;1;1;1Z5807421
DPA;88070307602;876.96;7;1;1Z5807421
DPA;88070818102;1374.89;3;1;1Z5807417
DPA;88071506802;1419.26;2;1;5E5807421
DPA;88071805702;1320.66;1;1;6C6807421
DPA;88070875702;1219.16;1;1;3T5807421
DPA;88071828302;1889.06;2;1;7E5807417C
DPA;88071818702;2286.36;2;1;8V0807065C
DPA;88070732602;1364.74;1;1;8K0807105C
DPA;88071824302;2418.02;1;1;8K0807065B
DPA;88071826602;643.8;1;1;8U0807065A
DPA;88071826702;598.85;1;1;8U0807066A
DPA;88071826902;2214.44;1;1;8U0807065M
DPA;88071827102;2538.95;1;1;8R0807065A
DPA;88070028802;1446.52;1;1;1J5807217K
DPA;88071032202;3423.74;2;1;2K5807217
DPA;88070813702;1185.52;1;1;5J0807221A
TAIWAN;USK22-23140H                                      ;1750.44;1;1;6V0807221
DPA;88070874402;1778.57;1;1;5J0807221D
DPA;88070030802;919.01;1;1;6Y0807221
DPA;88070033502;1225.54;1;1;6Y0807221C
DPA;87200028602;805.04;1;1;115720015
DPA;88071437502;1210.46;1;1;5G0807217BN
DPA;88071842502;1319.5;1;1;5G0807217FN
DPA;88070692802;1102.0;1;1;5C6807217A
DPA;88071790802;1484.22;1;1;5C6807217
DPA;88070028902;979.62;1;1;1K0807217E
DPA;88071843802;2420.63;1;1;565807221A
DPA;88070029302;1375.18;2;1;1Z0807221
DPA;88070240002;2337.11;2;1;1Z0807221
DPA;88071838702;1788.72;1;1;5E0807217
DPA;88071839202;2583.9;2;1;5E0807221N
DPA;88071839302;2879.41;1;1;5E0807221P
DPA;88071806702;1914.0;1;1;5E0807217A
DPA;88071785302;2262.0;1;1;5E0807217
DPA;88070033402;1225.54;4;1;1U0807221KC
DPA;88070029802;1169.57;1;1;3C0807217S
DPA;88071788002;1293.11;1;1;3AA807221
DPA;88071794702;1873.98;1;1;3G0807217F
DPA;88071788202;1186.39;1;1;6C0807217
DPA;88071788502;1702.01;1;1;5JA807221
DPA;88070884202;1496.11;1;1;3T0807221G
DPA;88070884302;1643.72;1;1;3T0807221H
DPA;88071531402;3795.23;1;1;3T0807221K
DPA;88071828202;2752.68;1;1;7E5807221D GRU
DPA;88071328202;3243.65;3;1;7P6807221C
VIKA;65010020401;634.52;4;1;191501615B
BOSCH;0 986 477 133                                     ;825.72;4;1;6Q0609617
VIKA;66090020701;486.04;9;1;6Q0609617
VAG;6R0609617C                                        ;1294.71;2;1;6R0609617C
ABE;C6W007ABE                                         ;747.78;2;1;C6W007ABE
BOSCH;0 986 477 152                                     ;1201.22;2;1;1J0609617B
VIKA;66090020501;650.47;4;1;1J0609617B
VAG;6RU609617A                                        ;2149.24;2;1;6RU609617A
OEM;54129808;118.9;3;1;038129807
BOGAP OEM;A3216101                                          ;216.34;2;1;8D0422371K
VIKA;64220042401;237.8;2;1;1J0422371C
BOGAP PREMIUM;A3216107                                          ;297.25;5;1;7E0422371G
VIKA;64230042901;224.75;5;1;6Q0423371A
VIKA;64230042701;173.71;5;1;6R0423371
DPA;99551820102;433.26;2;1;5N0955453A
DPA;99551820202;464.58;3;1;5N0955453H
DPA;99550105602;255.49;4;1;6Q0955453N
VAG;5J0955453                                         ;491.68;1;1;5J0955453
DPA;99551479002;299.57;4;1;6R0955453G
DPA;99551782202;426.3;2;1;5G0955453M
DPA;99551819802;773.72;2;1;5NA955453B
VIKA;99550105101;220.4;4;1;1J0955453N
NOVA;DX-S124                                           ;296.96;3;1;1K0955453S
NOVA;5Q0955453R_NVA                                    ;378.74;10;1;5Q0955453R
VAG;3C0955453Q_OEM                                    ;346.84;2;1;3C0955453Q
OEM;3C0955453N_OEM                                    ;430.94;3;1;3C0955453N
OEM;3AA955453H_OEM                                    ;849.41;3;1;3AA955453H
DPA;99551779302;246.79;3;1;3B0955453T
DPA;99551385502;314.36;4;1;6RU955453
DPA;99551782702;641.77;2;1;6C0955453H
BOGAP OEM;A5516106                                          ;668.45;2;1;5N0955453H
NOVA;DX-S117 DX-S118                                   ;446.6;7;1;7H0955453T
DPA;99551786602;644.96;2;1;7E0955453D
NOVA;DX-S119                                           ;599.14;5;1;7L0121407E
VIKA;11210377801;257.23;1;1;8E0121403A
VIKA;11210085101;237.22;2;1;8D0121403D
VIKA;11211814901;243.6;2;1;8E0121403E
VIKA;11211815101;330.89;5;1;4F0121403N
VIKA;11211815501;391.5;3;1;4G0121403AG
VIKA;11211791401;309.72;4;1;2E0121407
VAG;6Q0121407D                                        ;488.47;1;1;6Q0121407D
OEM;62449;199.52;6;1;6Q0121407D
NOVA;DX-S114                                           ;182.99;6;1;6Q0121407D
VIKA;11210084001;179.8;4;1;6Q0121407D
VIKA;11210084101;168.2;10;1;6U0121403
VIKA;11210083201;126.73;2;1;1H0121407A
VIKA;11211479301;205.9;2;1;2D0121403K
BORSEHUNG;B19060                                            ;529.54;2;1;5Q0121407A
VIKA;11211504001;174.0;3;1;5Q0121407A
OEM;63614;250.27;6;1;5Q0121407A
VIKA;11210083301;199.52;2;1;1J0121403B
OEM;62450;219.82;5;1;1J0121403B
VAG;1K0121407F                                        ;579.92;1;1;1K0121407F
BOGAP PREMIUM;A4240100                                          ;139.49;4;1;1K0121407F
VIKA;11210377701;365.11;2;1;8E0121403
VIKA;16110085301;284.2;2;1;8E0611301
VIKA;11210394101;156.89;2;1;6N0121407A
VIKA;11211815401;185.02;6;1;6C0121407
NOVA;DX-S115                                           ;212.86;1;1;701121407C
VIKA;11210712201;287.68;2;1;7H0121407C
NOVA;DX-S112                                           ;160.08;3;1;7H0121407C
VAG;7H0121407C                                        ;930.46;1;1;7H0121407C
TWP;7002-V112                                         ;320.74;2;1;4B0611301E
OEM;6R0611301A_OEM                                    ;338.14;2;1;6R0611301A
VIKA;65950041101;199.81;3;1;115595481
VIKA;66110041201;199.52;2;1;1J1611301
FACET;3.7573/21RS                                       ;130.5;2;1;052905225C
VIKA;99050068701;25.52;3;1;052905225C
VIKA;99110069101;31.32;5;1;113911400
FACET;3.8362RS                                          ;163.2;1;1;113911400
FACET;3.8363RS                                          ;204.0;1;1;115911401
VIKA;99040029801;176.32;5;1;115904030
BOSCH;1006209921;180.0;2;1;1006209921
CARGO;234247;230.84;1;1;234247
BOSCH;1 006 209 807                                     ;258.68;1;1;1 006 209 807
BOSCH;1006209679;147.67;1;1;1006209679
VIKA;11270070001;447.76;5;1;047127023
BORSEHUNG;B11430                                            ;205.32;2;1;3C0959903B
VIKA;99591049201;238.96;1;1;8K0959851D
VIKA;99591784101;266.22;3;1;4F0959851F
VIKA;99591811001;577.68;1;1;4F0959851J
OEM;4F0959851G5PR                                     ;520.84;2;1;4F0959851G5PR
NOVA;1J3959857A_NVA                                    ;269.99;5;1;1J3959857A
NOVA;5K4959857_NVA                                     ;245.05;1;1;5K4959857XSH
NOVA;5G0959857                                         ;256.07;1;1;5G0959857C
VIKA;99590043801;355.25;5;1;1J4959857C
VIKA;99591048301;400.2;2;1;3C8959857
VIKA;99590724401;142.68;6;1;1Z0959858
VAG;1Z5945257A                                        ;492.49;1;1;1Z5945257A
BOGAP PREMIUM;62225;1015.87;2;1;8K0941597B
BOGAP PREMIUM;62228;1092.14;3;1;4G0907397R
BOGAP PREMIUM;62226;927.13;2;1;4G0907397P
VIKA;99590581101;1064.88;1;1;99590581101
ORIG;1J0907379                                         ;557.16;1;1;1J0907379
OEM;1K0937049AG_OEM                                   ;913.5;1;1;1K0937049AG
VIKA;99191795801;3551.05;1;1;7H0919506D
BORSEHUNG;B11440                                            ;1705.2;2;1;1K0953549CD
BORSEHUNG;B11508                                            ;348.0;3;1;1K0953527D
SACHS;1874000003;385.09;1;1;1874000003
VAG;WHT005478                                         ;57.11;2;1;WHT005478
VAG;N91231201                                         ;78.1;1;1;N91231201
VAG;N10532602                                         ;77.0;1;1;N10532602
MITSUBISHI;MU000390                                          ;210.45;4;1;MU000390
VIKA;17950013101;40.02;5;1;N90795801
VIKA;17950013201;41.47;1;1;N90795601
VIKA;17950013301;43.5;10;1;N90795701
ELRING;302.25;389.16;1;1;032103384
VICTOR REINZ;14-32126-01                                       ;584.29;2;1;06A103384C
VICTOR REINZ;14-32124-01                                       ;409.72;2;1;06A103385A
ORIG;06A103385C                                        ;34.8;5;1;06A103385C
ORIG;068103384A                                        ;30.0;1;1;068103384A
BGA;BK4366                                            ;401.17;1;1;BGA BK4366
ELRING;325.93;690.0;1;1;06D103385D
VAG;030103531D                                        ;86.34;5;1;030103531D
VAG;N10554005                                         ;30.69;5;1;N  10554005
VIKA;56010045501;15.08;5;1;6U0601139A
